onet_code,skill_clean,importance,skill,source
29-1229.04,cerner powerworks practice management,3.0,Cerner PowerWorks Practice Management,tech
29-1229.04,chemistry,3.27,Chemistry,knowledge
29-1229.04,communications and media,2.97,Communications and Media,knowledge
29-1229.04,complex problem solving,3.75,Complex Problem Solving,skill
29-1229.04,computers and electronics,3.14,Computers and Electronics,knowledge
29-1229.04,coordination,3.75,Coordination,skill
29-1229.04,critical thinking,4.12,Critical Thinking,skill
29-1229.04,customer and personal service,4.22,Customer and Personal Service,knowledge
29-1229.04,eclinicalworks ehr software,3.0,eClinicalWorks EHR software,tech
29-1229.04,economics and accounting,2.97,Economics and Accounting,knowledge
29-1229.04,education and training,4.36,Education and Training,knowledge
29-1229.04,email software,3.0,Email software,tech
29-1229.04,engineering and technology,2.54,Engineering and Technology,knowledge
29-1229.04,english language,4.24,English Language,knowledge
29-1229.04,epic practice management,3.0,Epic Practice Management,tech
29-1229.04,galactek eclipse,3.0,GalacTek ECLIPSE,tech
29-1229.04,ge healthcare centricity practice solution,3.0,GE Healthcare Centricity Practice Solution,tech
29-1229.04,greenway medical technologies primesuite,3.0,Greenway Medical Technologies PrimeSUITE,tech
29-1229.04,healthfusion meditouch,3.0,HealthFusion MediTouch,tech
29-1229.04,instructing,3.62,Instructing,skill
29-1229.04,ios health systems medios ehr,3.0,IOS Health Systems Medios EHR,tech
29-1229.04,judgment and decision making,3.88,Judgment and Decision Making,skill
29-1229.04,kareo practice management,3.0,Kareo Practice Management,tech
29-1229.04,law and government,3.29,Law and Government,knowledge
29-1229.04,learning strategies,3.12,Learning Strategies,skill
29-1229.04,management of personnel resources,3.0,Management of Personnel Resources,skill
29-1229.04,mathematics,3.1,Mathematics,skill
29-1229.04,mckesson practice plus,3.0,McKesson Practice Plus,tech
29-1229.04,mechanical,2.63,Mechanical,knowledge
29-1229.04,medicine and dentistry,4.97,Medicine and Dentistry,knowledge
29-1229.04,microsoft word,3.0,Microsoft Word,tech
29-1229.04,modernizing medicine practice management,3.0,Modernizing Medicine Practice Management,tech
29-1229.04,monitoring,3.75,Monitoring,skill
29-1229.04,negotiation,2.62,Negotiation,skill
29-1229.04,nextgen healthcare nextgen practice management,3.0,NextGen Healthcare NextGen Practice Management,tech
29-1229.04,nuesoft technologies nuemd,3.0,Nuesoft Technologies NueMD,tech
29-1229.04,omnimd pt./ot ehr,3.0,OmniMD PT./OT EHR,tech
29-1229.04,personnel and human resources,3.36,Personnel and Human Resources,knowledge
29-1229.04,persuasion,3.25,Persuasion,skill
29-1229.04,philosophy and theology,2.86,Philosophy and Theology,knowledge
29-1229.04,physics,2.63,Physics,knowledge
29-1229.04,psychology,4.68,Psychology,knowledge
29-1229.04,public safety and security,2.87,Public Safety and Security,knowledge
29-1229.04,quality control analysis,2.62,Quality Control Analysis,skill
29-1229.04,reading comprehension,4.0,Reading Comprehension,skill
29-1229.04,sales and marketing,2.85,Sales and Marketing,knowledge
29-1229.04,science,3.25,Science,skill
29-1229.04,service orientation,3.62,Service Orientation,skill
29-1229.04,simplifymd,3.0,simplifyMD,tech
29-1229.04,social perceptiveness,4.0,Social Perceptiveness,skill
29-1229.04,sociology and anthropology,3.31,Sociology and Anthropology,knowledge
29-1229.04,speaking,4.0,Speaking,skill
29-1229.04,systems analysis,3.0,Systems Analysis,skill
29-1229.04,systems evaluation,3.25,Systems Evaluation,skill
29-1229.04,therapy and counseling,4.6,Therapy and Counseling,knowledge
29-1229.04,time management,3.5,Time Management,skill
29-1229.04,vitera healthcare solutions vitera intergy,3.0,Vitera Healthcare Solutions Vitera Intergy,tech
29-1229.04,writing,3.75,Writing,skill
29-1229.04,wrshealth emr,3.0,WRSHealth EMR,tech
29-1229.05,active learning,4.0,Active Learning,skill
29-1229.05,active listening,4.25,Active Listening,skill
29-1229.05,biostatistical software,3.0,Biostatistical software,tech
29-1229.05,centers for disease control and prevention epi info,3.0,Centers for Disease Control and Prevention Epi Info,tech
29-1229.05,complex problem solving,4.25,Complex Problem Solving,skill
29-1229.05,coordination,4.0,Coordination,skill
29-1229.05,critical thinking,4.25,Critical Thinking,skill
29-1229.05,database software,3.0,Database software,tech
29-1229.05,email software,3.0,Email software,tech
29-1229.05,epidemiological software,3.0,Epidemiological software,tech
29-1229.05,insightful s-plus,3.0,Insightful S-PLUS,tech
29-1229.05,instructing,3.75,Instructing,skill
29-1229.05,judgment and decision making,4.25,Judgment and Decision Making,skill
29-1229.05,learning strategies,3.75,Learning Strategies,skill
29-1229.05,management of personnel resources,3.75,Management of Personnel Resources,skill
29-1229.05,mathematics,3.12,Mathematics,skill
29-1229.05,medical surveillance software,3.0,Medical surveillance software,tech
29-1229.05,microsoft access,3.0,Microsoft Access,tech
29-1229.05,microsoft excel,3.0,Microsoft Excel,tech
29-1229.05,microsoft office software,3.0,Microsoft Office software,tech
29-1229.05,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
29-1229.05,microsoft word,3.0,Microsoft Word,tech
29-1229.05,monitoring,4.12,Monitoring,skill
29-1229.05,ncss,3.0,NCSS,tech
29-1229.05,ncss power analysis and sample size pass,3.0,NCSS Power Analysis and Sample Size PASS,tech
29-1229.05,negotiation,3.0,Negotiation,skill
29-1229.05,netepi,3.0,NetEpi,tech
29-1229.05,openepi,3.0,OpenEpi,tech
29-1229.05,operations analysis,2.88,Operations Analysis,skill
29-1229.05,patient electronic medical record emr software,3.0,Patient electronic medical record EMR software,tech
29-1229.05,persuasion,3.62,Persuasion,skill
29-1229.05,r,3.0,R,tech
29-1229.05,reading comprehension,4.38,Reading Comprehension,skill
29-1229.05,sas,3.0,SAS,tech
29-1229.05,sas jmp,3.0,SAS JMP,tech
29-1229.05,scheduling software,3.0,Scheduling software,tech
29-1229.05,science,3.75,Science,skill
29-1229.05,service orientation,3.75,Service Orientation,skill
29-1229.05,social perceptiveness,4.0,Social Perceptiveness,skill
29-1229.05,speaking,4.25,Speaking,skill
29-1229.05,statacorp stata,3.0,StataCorp Stata,tech
29-1229.05,statistica,3.0,STATISTICA,tech
29-1229.05,statistical solutions bmdp,3.0,Statistical Solutions BMDP,tech
29-1229.05,systems analysis,3.75,Systems Analysis,skill
29-1229.05,systems evaluation,3.75,Systems Evaluation,skill
29-1229.05,the mathworks matlab,3.0,The MathWorks MATLAB,tech
29-1229.05,tidepool scientific software comprehensive environmental toxicity information system cetis,3.0,Tidepool Scientific Software Comprehensive Environmental Toxicity Information System CETIS,tech
29-1229.05,tidepool scientific software toxcalc,3.0,Tidepool Scientific Software ToxCalc,tech
29-1229.05,time management,3.5,Time Management,skill
29-1229.05,web browser software,3.0,Web browser software,tech
29-1229.05,wolfram research mathematica,3.0,Wolfram Research Mathematica,tech
29-1229.05,writing,4.12,Writing,skill
29-1229.06,3d motion analysis software,3.0,3D motion analysis software,tech
29-1229.06,active learning,3.88,Active Learning,skill
29-1229.06,active listening,4.38,Active Listening,skill
29-1229.06,administration and management,3.42,Administration and Management,knowledge
29-1229.06,allscripts pm,3.0,Allscripts PM,tech
29-1229.06,athenahealth athenacollector,3.0,athenahealth athenaCollector,tech
29-1229.06,automatic data processing advancedmd ehr,3.0,Automatic Data Processing AdvancedMD EHR,tech
29-1229.06,benchmark systems benchmark clinical ehr,3.0,Benchmark Systems Benchmark Clinical EHR,tech
29-1229.06,biology,4.13,Biology,knowledge
29-1229.06,bizmatics prognocis emr,3.0,Bizmatics PrognoCIS EMR,tech
29-1229.06,carecloud central,3.0,CareCloud Central,tech
29-1229.06,cerner powerworks practice management,3.0,Cerner PowerWorks Practice Management,tech
29-1229.06,chemistry,2.79,Chemistry,knowledge
29-1229.06,communications and media,2.54,Communications and Media,knowledge
29-1229.06,complex problem solving,3.88,Complex Problem Solving,skill
29-1229.06,coordination,3.62,Coordination,skill
29-1229.06,critical thinking,4.25,Critical Thinking,skill
29-1229.06,customer and personal service,3.51,Customer and Personal Service,knowledge
29-1229.06,eclinicalworks ehr software,3.0,eClinicalWorks EHR software,tech
29-1229.06,education and training,3.31,Education and Training,knowledge
29-1229.06,email software,3.0,Email software,tech
29-1229.06,english language,4.06,English Language,knowledge
29-1229.06,epic practice management,3.0,Epic Practice Management,tech
29-1229.06,epic systems,3.0,Epic Systems,tech
29-1229.06,galactek eclipse,3.0,GalacTek ECLIPSE,tech
29-1229.06,ge healthcare centricity practice solution,3.0,GE Healthcare Centricity Practice Solution,tech
29-1229.06,greenway medical technologies primesuite,3.0,Greenway Medical Technologies PrimeSUITE,tech
29-1229.06,healthfusion meditouch,3.0,HealthFusion MediTouch,tech
29-1229.06,instructing,3.75,Instructing,skill
29-1229.06,ios health systems medios ehr,3.0,IOS Health Systems Medios EHR,tech
29-1229.06,judgment and decision making,4.12,Judgment and Decision Making,skill
29-1229.06,kareo practice management,3.0,Kareo Practice Management,tech
29-1229.06,learning strategies,3.62,Learning Strategies,skill
29-1229.06,management of personnel resources,3.12,Management of Personnel Resources,skill
29-1229.06,mathematics,2.53,Mathematics,skill
29-1229.06,mckesson practice plus,3.0,McKesson Practice Plus,tech
29-1229.06,medicine and dentistry,5.0,Medicine and Dentistry,knowledge
29-1229.06,meditab ims orthopedics/sports medicine,3.0,Meditab IMS Orthopedics/Sports Medicine,tech
29-1229.06,microsoft excel,3.0,Microsoft Excel,tech
29-1229.06,microsoft office software,3.0,Microsoft Office software,tech
29-1229.06,microsoft word,3.0,Microsoft Word,tech
29-1229.06,modernizing medicine practice management,3.0,Modernizing Medicine Practice Management,tech
29-1229.06,monitoring,4.12,Monitoring,skill
29-1229.06,negotiation,3.0,Negotiation,skill
29-1229.06,nextgen healthcare nextgen practice management,3.0,NextGen Healthcare NextGen Practice Management,tech
29-1229.06,omnimd sports medicine ehr,3.0,OmniMD Sports Medicine EHR,tech
29-1229.06,operation and control,2.5,Operation and Control,skill
29-1229.06,operations monitoring,2.88,Operations Monitoring,skill
29-1229.06,personnel and human resources,2.56,Personnel and Human Resources,knowledge
29-1229.06,persuasion,3.5,Persuasion,skill
29-1229.06,practicesuite complete suite,3.0,PracticeSuite Complete Suite,tech
29-1229.06,presagia sports,3.0,Presagia Sports,tech
29-1229.06,psychology,2.88,Psychology,knowledge
29-1229.06,quality control analysis,2.62,Quality Control Analysis,skill
29-1229.06,reading comprehension,4.5,Reading Comprehension,skill
29-1229.06,sales and marketing,2.61,Sales and Marketing,knowledge
29-1229.06,science,3.25,Science,skill
29-1229.06,service orientation,3.75,Service Orientation,skill
29-1229.06,simplifymd,3.0,simplifyMD,tech
29-1229.06,social perceptiveness,3.88,Social Perceptiveness,skill
29-1229.06,spartatrac,3.0,SpartaTrac,tech
29-1229.06,speaking,4.0,Speaking,skill
29-1229.06,systems analysis,3.38,Systems Analysis,skill
29-1229.06,systems evaluation,3.62,Systems Evaluation,skill
29-1229.06,time management,3.75,Time Management,skill
29-1229.06,vitera healthcare solutions vitera intergy,3.0,Vitera Healthcare Solutions Vitera Intergy,tech
29-1229.06,web browser software,3.0,Web browser software,tech
29-1229.06,writing,3.75,Writing,skill
29-1229.06,wrshealth emr,3.0,WRSHealth EMR,tech
29-1241.00,active learning,4.0,Active Learning,skill
29-1241.00,active listening,4.12,Active Listening,skill
29-1241.00,administration and management,3.62,Administration and Management,knowledge
29-1241.00,administrative,2.81,Administrative,knowledge
29-1241.00,allscripts pm,3.0,Allscripts PM,tech
29-1241.00,athenahealth athenacollector,3.0,athenahealth athenaCollector,tech
29-1241.00,automatic data processing advancedmd ehr,3.0,Automatic Data Processing AdvancedMD EHR,tech
29-1241.00,benchmark systems benchmark clinical ehr,3.0,Benchmark Systems Benchmark Clinical EHR,tech
29-1241.00,biology,3.83,Biology,knowledge
29-1241.00,bizmatics prognocis emr,3.0,Bizmatics PrognoCIS EMR,tech
29-1241.00,carecloud central,3.0,CareCloud Central,tech
29-1241.00,cerner powerworks practice management,3.0,Cerner PowerWorks Practice Management,tech
29-1241.00,complex problem solving,4.0,Complex Problem Solving,skill
29-1241.00,computers and electronics,3.13,Computers and Electronics,knowledge
29-1241.00,coordination,3.75,Coordination,skill
29-1241.00,critical thinking,4.25,Critical Thinking,skill
29-1241.00,customer and personal service,4.08,Customer and Personal Service,knowledge
29-1241.00,eclinicalworks ehr software,3.0,eClinicalWorks EHR software,tech
29-1241.00,economics and accounting,2.87,Economics and Accounting,knowledge
29-1241.00,education and training,3.49,Education and Training,knowledge
29-1241.00,email software,3.0,Email software,tech
29-1241.00,english language,4.37,English Language,knowledge
29-1241.00,epic practice management,3.0,Epic Practice Management,tech
29-1241.00,epic systems,3.0,Epic Systems,tech
29-1241.00,eyemd emr healthcare systems eyemd emr,3.0,EyeMD EMR Healthcare Systems EyeMD EMR,tech
29-1241.00,galactek eclipse,3.0,GalacTek ECLIPSE,tech
29-1241.00,ge healthcare centricity practice solution,3.0,GE Healthcare Centricity Practice Solution,tech
29-1241.00,greenway medical technologies primesuite,3.0,Greenway Medical Technologies PrimeSUITE,tech
29-1241.00,healthfusion meditouch,3.0,HealthFusion MediTouch,tech
29-1241.00,instructing,3.75,Instructing,skill
29-1241.00,ios health systems medios ehr,3.0,IOS Health Systems Medios EHR,tech
29-1241.00,judgment and decision making,4.0,Judgment and Decision Making,skill
29-1241.00,kareo practice management,3.0,Kareo Practice Management,tech
29-1241.00,law and government,2.73,Law and Government,knowledge
29-1241.00,learning strategies,3.38,Learning Strategies,skill
29-1241.00,management of personnel resources,3.12,Management of Personnel Resources,skill
29-1241.00,mathematics,3.25,Mathematics,skill
29-1241.00,mckesson practice plus,3.0,McKesson Practice Plus,tech
29-1241.00,medicine and dentistry,4.55,Medicine and Dentistry,knowledge
29-1241.00,microsoft excel,3.0,Microsoft Excel,tech
29-1241.00,microsoft word,3.0,Microsoft Word,tech
29-1241.00,modernizing medicine practice management,3.0,Modernizing Medicine Practice Management,tech
29-1241.00,monitoring,4.0,Monitoring,skill
29-1241.00,negotiation,3.0,Negotiation,skill
29-1241.00,nextgen healthcare nextgen practice management,3.0,NextGen Healthcare NextGen Practice Management,tech
29-1241.00,operation and control,2.75,Operation and Control,skill
29-1241.00,operations monitoring,3.0,Operations Monitoring,skill
29-1241.00,ophthalmic imaging software,3.0,Ophthalmic imaging software,tech
29-1241.00,personnel and human resources,2.7,Personnel and Human Resources,knowledge
29-1241.00,persuasion,3.62,Persuasion,skill
29-1241.00,psychology,3.04,Psychology,knowledge
29-1241.00,public safety and security,2.55,Public Safety and Security,knowledge
29-1241.00,quality control analysis,2.62,Quality Control Analysis,skill
29-1241.00,reading comprehension,4.25,Reading Comprehension,skill
